TotalRunMin, TotalRunMax, TotalRunAvg,BalanceMin, BalanceMax, BalanceAvg,MigrationMin, MigrationMax, MigrationAvg,DataXchangeMax, DataXchangeMin, DataXchangeAvg,DT1Min, DT1Max, DT1Avg,DT2Min, DT2Max, DT2Avg,DT2Min, DT2Max, DT2Avg,DT3Min, DT3Max, DT3Avg
5.828764,5.861458,5.850859,5.136800,5.673406,5.439553,0.006809,0.052246,0.039269,0.106185,0.702398,0.370400,0.082976,0.185587,0.130096,0.014114,0.021229,0.016901,0.005206,0.267639,0.150520
